,genres,level_0
834,Drama|Music|Romance,"[u'Step Up Revolution\xc2' u'Step Up 3D\xc2' u'Footloose\xc2' u'Honey\xc2'
 u'Center Stage\xc2' u'Stomp the Yard\xc2' u'Save the Last Dance\xc2'
 u""Mo' Better Blues\xc2"" u'Crazy Heart\xc2' u'The Rose\xc2' u'Glitter\xc2'
 u'Flashdance\xc2' u'The Piano\xc2' u'We Are Your Friends\xc2'
 u'Forty Shades of Blue\xc2' u'B-Girl\xc2' u'Once\xc2' u'Clean\xc2']"
835,Drama|Music|Romance|War,"[u""Captain Corelli's Mandolin\xc2""]"
836,Drama|Mystery,"[u'Hearts in Atlantis\xc2' u'The Family\xc2' u'Doubt\xc2'
 u'Gosford Park\xc2' u'Unforgettable\xc2' u'The White Ribbon\xc2'
 u'Get Low\xc2' u'Lone Star\xc2' u'I Love Your Work\xc2'
 u'A Separation\xc2']"
837,Drama|Mystery|Romance,[u'Random Hearts\xc2' u'Paper Towns\xc2' u'Ondine\xc2' u'Exotica\xc2']
838,Drama|Mystery|Romance|Sci-Fi|Thriller,[u'Transcendence\xc2']
839,Drama|Mystery|Romance|Thriller,"[u'The Village\xc2' u'Snow Falling on Cedars\xc2' u'Wicker Park\xc2'
 u'Original Sin\xc2' u'The Constant Gardener\xc2' u'Birth\xc2'
 u'The Illusionist\xc2' u'Chloe\xc2' u'The Words\xc2' u'Inescapable\xc2']"
840,Drama|Mystery|Romance|Thriller|War,[u'The Quiet American\xc2']
841,Drama|Mystery|Romance|War,[u'A Very Long Engagement\xc2' u'Atonement\xc2']
842,Drama|Mystery|Sci-Fi,"[u'K-PAX\xc2' u'Solaris\xc2' u'Atlas Shrugged II: The Strike\xc2'
 u'Moon\xc2' u'Atlas Shrugged: Who Is John Galt?\xc2']"
843,Drama|Mystery|Sci-Fi|Thriller,"[u'Contact\xc2' u'The Manchurian Candidate\xc2' u'Unbreakable\xc2'
 u'Sphere\xc2' u'The X Files\xc2' u'Knowing\xc2' u'The Prestige\xc2'
 u'Impostor\xc2' u'The X Files: I Want to Believe\xc2' u'The Jacket\xc2'
 u'Blindness\xc2' u'Ex Machina\xc2' u'Sound of My Voice\xc2']"
844,Drama|Mystery|Thriller,"[u'The Spanish Prisoner\xc2' u'Eyes Wide Shut\xc2'
 u""The General's Daughter\xc2"" u""The Devil's Advocate\xc2""
 u'Flightplan\xc2' u'The Game\xc2' u'Twisted\xc2' u'Dream House\xc2'
 u'Insomnia\xc2' u'The Firm\xc2' u'The Sixth Sense\xc2' u'Disturbia\xc2'
 u'The Good German\xc2' u'Brokedown Palace\xc2'
 u'Before I Go to Sleep\xc2' u'Tinker Tailor Soldier Spy\xc2'
 u'Premonition\xc2' u'Slow Burn\xc2' u'Eye of the Beholder\xc2'
 u'The In Crowd\xc2' u'Mulholland Drive\xc2' u'The Return\xc2'
 u'Gossip\xc2' u'The Life Before Her Eyes\xc2' u'Spider\xc2'
 u'Strangerland\xc2' u'Don McKay\xc2' u'The Orphanage\xc2'
 u'The Secret in Their Eyes\xc2' u'Oldboy\xc2' u'Buried\xc2'
 u'The Conversation\xc2' u'Martha Marcy May Marlene\xc2'
 u'The Sisterhood of Night\xc2' u'November\xc2' u'Pi\xc2']"
845,Drama|Mystery|War,[u'Incendies\xc2']
846,Drama|Romance,"[u'Titanic\xc2' u'The Great Gatsby\xc2' u'Memoirs of a Geisha\xc2'
 u'D\xc3\xa9j\xc3\xa0 Vu\xc2' u'The Majestic\xc2' u'Eat Pray Love\xc2'
 u'Up Close & Personal\xc2' u'Seven Pounds\xc2' u'The Scarlet Letter\xc2'
 u'Anna Karenina\xc2' u'Revolutionary Road\xc2'
 u'Curse of the Golden Flower\xc2' u'Love in the Time of Cholera\xc2'
 u'Fifty Shades of Grey\xc2' u'Autumn in New York\xc2'
 u'Sweet November\xc2' u'At First Sight\xc2' u'Water for Elephants\xc2'
 u'Angel Eyes\xc2' u'Hit the Floor\xc2' u'Closer\xc2'
 u'The Age of Innocence\xc2' u'The Longest Ride\xc2' u'The Reader\xc2'
 u'The Vow\xc2' u'The Notebook\xc2' u'The Prince of Tides\xc2'
 u'Up in the Air\xc2' u'Hope Floats\xc2' u'Message in a Bottle\xc2'
 u'P.S. I Love You\xc2' u'The Merchant of Venice\xc2'
 u'Pride & Prejudice\xc2' u'The Best of Me\xc2' u'Chocolat\xc2'
 u'The Lucky One\xc2' u'The Hours\xc2' u'Dangerous Liaisons\xc2'
 u'The Bridge of San Luis Rey\xc2' u'The End of the Affair\xc2'
 u'The Bridges of Madison County\xc2' u'The Libertine\xc2'
 u'Moonlight Mile\xc2' u'Me Before You\xc2' u'Endless Love\xc2'
 u'By the Sea\xc2' u'The Painted Veil\xc2' u'Love Happens\xc2'
 u'9\xc2_ Weeks\xc2' u'Sense and Sensibility\xc2'
 u'Vicky Cristina Barcelona\xc2' u'Remember Me\xc2' u'The Immigrant\xc2'
 u'The Yellow Handkerchief\xc2' u'The Remains of the Day\xc2'
 u'One Day\xc2' u'Here on Earth\xc2' u'Romeo + Juliet\xc2'
 u'Slumdog Millionaire\xc2' u'Poetic Justice\xc2' u'Little Children\xc2'
 u'Wild Grass\xc2' u'Brokeback Mountain\xc2' u'Far from Heaven\xc2'
 u'Crazy/Beautiful\xc2' u'The Widow of Saint-Pierre\xc2'
 u'The Perks of Being a Wallflower\xc2' u'Oscar and Lucinda\xc2'
 u'The Fault in Our Stars\xc2' u'Rachel Getting Married\xc2'
 u'Two Lovers\xc2' u'A Walk to Remember\xc2' u'Cruel Intentions\xc2'
 u'Brooklyn\xc2' u""What's Eating Gilbert Grape\xc2"" u'Love Jones\xc2'
 u'I Am Love\xc2' u'The House of Mirth\xc2' u'A Better Life\xc2'
 u'Nicholas Nickleby\xc2' u'My Blueberry Nights\xc2'
 u'The Chambermaid on the Titanic\xc2' u'Partition\xc2'
 u'The Lost City\xc2' u'Amour\xc2' u'Jab Tak Hai Jaan\xc2'
 u'The Bold and the Beautiful\xc2' u'Veronika Decides to Die\xc2'
 u'The Good Girl\xc2' u'The City of Your Final Destination\xc2'
 u'Howards End\xc2' u'Restless\xc2' u'Wuthering Heights\xc2'
 u'Shopgirl\xc2' u'The Work and the Glory\xc2' u'A Single Man\xc2'
 u'Mother and Child\xc2' u'The Heart of Me\xc2'
 u'Two Lovers and a Bear\xc2' u'A Home at the End of the World\xc2'
 u'Good Bye Lenin!\xc2' u'The Virgin Suicides\xc2' u'The Greatest\xc2'
 u'Come Early Morning\xc2' u'Sunshine State\xc2' u'Miss Julie\xc2'
 u'Not Easily Broken\xc2' u'Lovely, Still\xc2' u'Dear Frankie\xc2'
 u""Monster's Ball\xc2"" u'Leaving Las Vegas\xc2' u'Trapeze\xc2'
 u'The Art of Getting By\xc2' u'Adore\xc2' u'Network\xc2' u'August\xc2'
 u'Bella\xc2' u'Dreaming of Joseph Lees\xc2' u'Adam\xc2'
 u'A Room with a View\xc2' u'Cat on a Hot Tin Roof\xc2'
 u'Before Midnight\xc2' u'Water\xc2' u'Days of Heaven\xc2' u'Maurice\xc2'
 u'Before Sunrise\xc2' u'My Life Without Me\xc2' u'Before Sunset\xc2'
 u""Gentleman's Agreement\xc2"" u'The Diary of a Teenage Girl\xc2'
 u'London\xc2' u'El crimen del padre Amaro\xc2' u'My Summer of Love\xc2'
 u'The Lunchbox\xc2' u'Yes\xc2' u'Snow Angels\xc2' u'Blue Valentine\xc2'
 u'Fiza\xc2' u'All the Real Girls\xc2' u'Loving Annabelle\xc2'
 u'Hidden Away\xc2' u'Ruby in Paradise\xc2' u'Raising Victor Vargas\xc2'
 u'Love Letters\xc2' u'Fireproof\xc2' u'Now Is Good\xc2'
 u'Nothing But a Man\xc2' u'First Love, Last Rites\xc2' u'Like Crazy\xc2'
 u'Weekend\xc2']"
847,Drama|Romance|Sci-Fi,"[u'Outlander\xc2' u'The Giver\xc2' u'Her\xc2' u'Never Let Me Go\xc2'
 u'Womb\xc2' u'2046\xc2' u'I Origins\xc2' u'Charly\xc2'
 u'The Man from Earth\xc2' u'Another Earth\xc2']"
848,Drama|Romance|Sci-Fi|Thriller,[u'Code 46\xc2' u'Sleep Dealer\xc2']
849,Drama|Romance|Sport,"[u'Lucky You\xc2' u'For Love of the Game\xc2'
 u'Goal! The Dream Begins\xc2' u'Blue Crush\xc2' u'Love & Basketball\xc2'
 u'Peaceful Warrior\xc2']"
850,Drama|Romance|Thriller,"[u'Safe Haven\xc2' u'Match Point\xc2' u'Fatal Attraction\xc2' u'O\xc2'
 u'Down in the Valley\xc2']"
851,Drama|Romance|War,"[u'Earth\xc2' u'The English Patient\xc2' u'Dear John\xc2' u'Good\xc2'
 u'In the Land of Blood and Honey\xc2' u'Fateless\xc2'
 u'Doctor Zhivago\xc2' u'The Land Girls\xc2' u'The Messenger\xc2'
 u'A Farewell to Arms\xc2' u'The Best Years of Our Lives\xc2'
 u'From Here to Eternity\xc2' u'Casablanca\xc2' u'The Big Parade\xc2']"
852,Drama|Romance|War|Western,[u'Ride with the Devil\xc2' u'Legends of the Fall\xc2']
853,Drama|Romance|Western,"[u'The Horse Whisperer\xc2' u'All the Pretty Horses\xc2' u'Open Range\xc2'
 u'The Claim\xc2' u'Duel in the Sun\xc2' u'The Misfits\xc2'
 u'Love Me Tender\xc2']"
854,Drama|Sci-Fi,"[u'Cloud Atlas\xc2' u'The Fountain\xc2'
 u'Close Encounters of the Third Kind\xc2' u'Brazil\xc2' u'Metropolis\xc2'
 u'Melancholia\xc2' u'Hard to Be a God\xc2' u'Space: Above and Beyond\xc2'
 u'Silent Running\xc2' u'Creative Control\xc2']"
855,Drama|Sci-Fi|Thriller,"[u'The Day the Earth Stood Still\xc2' u'Children of Men\xc2' u'Signs\xc2'
 u'Gattaca\xc2' u""The Astronaut's Wife\xc2"" u'Listening\xc2'
 u'Chronicle\xc2' u'Donnie Darko\xc2' u'The Divide\xc2' u'Monsters\xc2'
 u'H.\xc2' u'Dawn of the Crescent Moon\xc2' u'Primer\xc2']"
856,Drama|Sport,"[u'We Are Marshall\xc2' u'Any Given Sunday\xc2'
 u'Trouble with the Curve\xc2' u'Coach Carter\xc2' u'Creed\xc2'
 u'Million Dollar Baby\xc2' u'Friday Night Lights\xc2' u'Southpaw\xc2'
 u'He Got Game\xc2' u'Draft Day\xc2' u'Warrior\xc2' u'Rocky Balboa\xc2'
 u'Hardball\xc2' u'Madison\xc2' u'Whip It\xc2'
 u'Resurrecting the Champ\xc2' u'The Color of Money\xc2' u'Redbelt\xc2'
 u'The Mighty Macs\xc2' u'The Wrestler\xc2' u'The Hustler\xc2'
 u'Home Run\xc2' u'Rocky\xc2' u'The Slaughter Rule\xc2'
 u'Fighting Tommy Riley\xc2' u'Facing the Giants\xc2']"
857,Drama|Thriller,"[u'Contagion\xc2' u'Disclosure\xc2' u'Instinct\xc2'
 u""All the King's Men\xc2"" u'Unfaithful\xc2' u'Syriana\xc2'
 u'Changing Lanes\xc2' u'The Juror\xc2' u'City Hall\xc2'
 u'The Impossible\xc2' u'A Few Good Men\xc2' u'Bringing Out the Dead\xc2'
 u'Flight\xc2' u'Rendition\xc2' u'The Statement\xc2' u'Brothers\xc2'
 u'Derailed\xc2' u'Stone\xc2' u'The Debt\xc2' u'The Tailor of Panama\xc2'
 u""Felicia's Journey\xc2"" u'Black Swan\xc2' u'Light It Up\xc2'
 u'One Hour Photo\xc2' u'The Boys from Brazil\xc2' u'Arbitrage\xc2'
 u'Stoker\xc2' u'The Cry of the Owl\xc2' u'Misconduct\xc2' u'Swimfan\xc2'
 u'Sugar Hill\xc2' u'Edmond\xc2' u'Fifty Dead Men Walking\xc2'
 u'The Contender\xc2' u'The Wave\xc2' u'We Need to Talk About Kevin\xc2'
 u'The East\xc2' u'The Business of Strangers\xc2'
 u'Trade of Innocents\xc2' u'Addicted\xc2' u'The Machinist\xc2'
 u'Dying of the Light\xc2' u'Take Shelter\xc2' u'Fugly\xc2' u'Topaz\xc2'
 u'Zipper\xc2' u'Poolhall Junkies\xc2' u'The Secret\xc2'
 u'Dawn Patrol\xc2' u'8 Days\xc2' u'Eden\xc2' u'The Lives of Others\xc2'
 u'Amores Perros\xc2' u'The Pet\xc2' u'The Quiet\xc2' u'Deterrence\xc2'
 u'Treachery\xc2' u'Good Kill\xc2' u'Show Me\xc2' u'Dogtooth\xc2'
 u'The Canyons\xc2' u'Shotgun Stories\xc2']"
858,Drama|Thriller|War,[u'Lions for Lambs\xc2' u'Black Book\xc2' u'Coriolanus\xc2']
859,Drama|War,"[u'War Horse\xc2' u'The Monuments Men\xc2' u""Hart's War\xc2""
 u'The Thin Red Line\xc2' u'Apocalypse Now\xc2' u'Stop-Loss\xc2'
 u'The Water Diviner\xc2' u'Little Boy\xc2'
 u'The Children of Huang Shi\xc2' u'The Book Thief\xc2' u'Ararat\xc2'
 u'The Deer Hunter\xc2' u'Jakob the Liar\xc2' u""Sarah's Key\xc2""
 u'The Boy in the Striped Pajamas\xc2' u'Adam Resurrected\xc2'
 u'Richard III\xc2' u'The Wind That Shakes the Barley\xc2' u'Platoon\xc2'
 u""Hell's Angels\xc2"" u'Judgment at Nuremberg\xc2'
 u'Deadline Gallipoli\xc2' u'Amigo\xc2']"
860,Drama|War|Western,[u'Far from Men\xc2']
861,Drama|Western,"[u'Django Unchained\xc2' u'Forsaken\xc2' u'The Homesman\xc2'
 u'Unforgiven\xc2' u'The Work and the Glory II: American Zion\xc2'
 u'The Man Who Shot Liberty Valance\xc2' u""Meek's Cutoff\xc2""]"
862,Family,"[u'Running Forever\xc2' u'Rodeo Girl\xc2' u'The Little Ponderosa Zoo\xc2'
 u'Horse Camp\xc2' u""Dude, Where's My Dog?!\xc2""]"
863,Family|Fantasy|Music,[u'The Nutcracker\xc2']
864,Family|Fantasy|Musical,[u'Willy Wonka & the Chocolate Factory\xc2']
865,Family|Musical,"[u""Dancin' It's On\xc2""]"
866,Family|Music|Romance,[u'Raise Your Voice\xc2']
867,Family|Sci-Fi,[u'E.T. the Extra-Terrestrial\xc2' u'Rotor DR1\xc2']
868,Fantasy,"[u'Harry Potter and the Deathly Hallows: Part I\xc2'
 u'Cirque du Soleil: Worlds Away\xc2']"
869,Fantasy|Horror,"[u'Poltergeist\xc2' u'Snow White: A Tale of Terror\xc2' u'1408\xc2'
 u'The Fog\xc2' u'Mama\xc2' u'Thinner\xc2' u""Child's Play 2\xc2""
 u'Pet Sematary\xc2' u""Child's Play\xc2"" u'Ouija\xc2'
 u""A Nightmare on Elm Street 2: Freddy's Revenge\xc2""
 u'Warlock: The Armageddon\xc2' u'Pontypool\xc2' u'Hellraiser\xc2'
 u'Escape from Tomorrow\xc2' u'The Evil Dead\xc2']"
870,Fantasy|Horror|Mystery,[u'The Omen\xc2' u'The Midnight Meat Train\xc2']
871,Fantasy|Horror|Mystery|Romance,[u'The Mortal Instruments: City of Bones\xc2']
872,Fantasy|Horror|Mystery|Thriller,"[u'The Haunting\xc2' u'Red Riding Hood\xc2' u'The Cabin in the Woods\xc2'
 u'The Wailing\xc2' u'New Nightmare\xc2' u'Lady in White\xc2'
 u'Insidious\xc2' u'After\xc2' u'The Call of Cthulhu\xc2']"
873,Fantasy|Horror|Romance,"[u""Bram Stoker's Dracula\xc2""]"
874,Fantasy|Horror|Romance|Thriller,[u'A Nightmare on Elm Street 5: The Dream Child\xc2']
875,Fantasy|Horror|Sci-Fi,[u'Twilight Zone: The Movie\xc2' u'Eraserhead\xc2']
876,Fantasy|Horror|Thriller,"[u""Don't Be Afraid of the Dark\xc2"" u'The Others\xc2'
 u'A Nightmare on Elm Street 4: The Dream Master\xc2' u'Cat People\xc2'
 u'Ravenous\xc2' u'Insidious: Chapter 3\xc2' u'Insidious: Chapter 2\xc2'
 u'Paranormal Activity: The Marked Ones\xc2'
 u'Jason Goes to Hell: The Final Friday\xc2']"
877,Fantasy|Mystery|Romance|Sci-Fi|Thriller,[u'Vanilla Sky\xc2']
878,Fantasy|Mystery|Thriller,[u'Triangle\xc2']
879,Fantasy|Romance,[u'Edward Scissorhands\xc2' u'The Love Letter\xc2']
880,Fantasy|Thriller,[u'Night Watch\xc2']
881,Film-Noir|Mystery|Romance|Thriller,[u'Spellbound\xc2']
882,Game-Show|Reality-TV|Romance,[u'The Bachelor\xc2']
883,History,[u'America Is Still the Place\xc2']
884,Horror,"[u'The Final Destination\xc2' u'Final Destination 5\xc2'
 u'A Nightmare on Elm Street\xc2' u'House of Wax\xc2' u'Stigmata\xc2'
 u'30 Days of Night\xc2' u'Final Destination 3\xc2'
 u'Jeepers Creepers II\xc2' u'The Ruins\xc2' u'Ghost Ship\xc2'
 u'Thir13en Ghosts\xc2' u'Land of the Dead\xc2' u'Restoration\xc2'
 u'Day of the Dead\xc2' u'The Hills Have Eyes\xc2' u'Evil Dead\xc2'
 u'The Texas Chainsaw Massacre: The Beginning\xc2' u'Halloween II\xc2'
 u'The Hills Have Eyes II\xc2' u'Exorcist II: The Heretic\xc2'
 u'The Mist\xc2' u'The Exorcist\xc2' u'Darkness\xc2'
 u'Black Christmas\xc2' u'Two Evil Eyes\xc2' u'Hostel: Part II\xc2'
 u'House of 1000 Corpses\xc2' u'Alien Zone\xc2' u'[Rec] 2\xc2'
 u'Lights Out\xc2' u'Paranormal Activity 3\xc2'
 u'Paranormal Activity 4\xc2' u'Hostel\xc2' u'Survival of the Dead\xc2'
 u'The Veil\xc2' u'No Vacancy\xc2' u'Sharknado\xc2'
 u'Paranormal Activity 2\xc2' u'High Tension\xc2'
 u'Friday the 13th Part VII: The New Blood\xc2' u'Diary of the Dead\xc2'
 u'Antibirth\xc2' u'[Rec]\xc2' u'Grave Encounters\xc2'
 u'Living Dark: The Story of Ted the Caver\xc2' u'Cabin Fever\xc2'
 u'The Wicked Within\xc2' u'Bleeding Hearts\xc2'
 u'The Vatican Exorcisms\xc2' u'The Howling\xc2' u'The Devil Inside\xc2'
 u'The House of the Devil\xc2' u'Snow White: A Deadly Summer\xc2'
 u'Fear Clinic\xc2' u'The Horror Network Vol. 1\xc2' u'The Innkeepers\xc2'
 u'All the Boys Love Mandy Lane\xc2' u'Bled\xc2'
 u'The Blair Witch Project\xc2' u'Paranormal Activity\xc2'
 u'The Beyond\xc2' u'Midnight Cabaret\xc2' u'Teeth and Blood\xc2'
 u'When the Lights Went Out\xc2' u'Raymond Did It\xc2'
 u'Her Cry: La Llorona Investigation\xc2' u'Tin Can Man\xc2']"
885,Horror|Musical,"[u""Alleluia! The Devil's Carnival\xc2""]"
886,Horror|Musical|Sci-Fi,[u'Repo! The Genetic Opera\xc2']
887,Horror|Mystery,"[u'The Ring Two\xc2' u'Scream 3\xc2' u'Scream 4\xc2' u'Mirrors\xc2'
 u'Scream 2\xc2' u'I Still Know What You Did Last Summer\xc2'
 u'Scream\xc2' u'Prom Night\xc2' u'One Missed Call\xc2'
 u'Saw 3D: The Final Chapter\xc2' u'Sorority Row\xc2' u'The Eye\xc2'
 u'Saw VI\xc2' u'Saw V\xc2' u'Saw III\xc2' u'Saw IV\xc2'
 u'Jeepers Creepers\xc2' u""Devil's Due\xc2"" u'Annabelle\xc2' u'Saw II\xc2'
 u'Oculus\xc2' u""April Fool's Day\xc2"" u'The Witch\xc2' u'Sinister\xc2'
 u'It Follows\xc2' u'The Torture Chamber of Dr. Sadism\xc2'
 u'Session 9\xc2' u'Truth or Die\xc2' u'Graduation Day\xc2']"
888,Horror|Mystery|Sci-Fi,"[u'The Thing\xc2' u'The Faculty\xc2'
 u'Halloween III: Season of the Witch\xc2']"
889,Horror|Mystery|Sci-Fi|Thriller,"[u'The Relic\xc2' u'Disturbing Behavior\xc2' u'Videodrome\xc2'
 u'Apollo 18\xc2' u'Timecrimes\xc2' u'Chernobyl Diaries\xc2']"
890,Horror|Mystery|Thriller,"[u'Exorcist: The Beginning\xc2' u'From Hell\xc2' u'The Conjuring 2\xc2'
 u'The Skeleton Key\xc2' u'Gothika\xc2' u'Deliver Us from Evil\xc2'
 u'Case 39\xc2' u'My Soul to Take\xc2' u'Psycho\xc2' u'The Conjuring\xc2'
 u'Orphan\xc2' u'House on Haunted Hill\xc2'
 u'I Know What You Did Last Summer\xc2' u'They\xc2'
 u'Urban Legends: Final Cut\xc2' u'Urban Legend\xc2'
 u'An American Haunting\xc2' u'Stir of Echoes\xc2' u'The Grudge\xc2'
 u'The Boy\xc2' u'Devil\xc2' u'Sinister 2\xc2' u'Valentine\xc2'
 u'The Forest\xc2' u'Shutter\xc2' u'Darkness Falls\xc2'
 u'As Above, So Below\xc2' u'Friday the 13th: A New Beginning\xc2'
 u'Witchboard\xc2' u'Friday the 13th Part 2\xc2' u'Saw\xc2'
 u'Unfriended\xc2' u'Exeter\xc2']"
891,Horror|Romance|Sci-Fi,[u'Return of the Living Dead III\xc2']
892,Horror|Romance|Thriller,[u'Forget Me Not\xc2']
893,Horror|Sci-Fi,"[u'Pitch Black\xc2' u'Alone in the Dark\xc2' u'Prophecy\xc2'
 u'Invaders from Mars\xc2' u'The Lawnmower Man\xc2' u'Alien\xc2'
 u'C.H.U.D.\xc2' u'Kingdom of the Spiders\xc2'
 u""The Brain That Wouldn't Die\xc2""]"
894,Horror|Sci-Fi|Short|Thriller,[u'Vessel\xc2']
895,Horror|Sci-Fi|Thriller,"[u'Event Horizon\xc2' u'Supernova\xc2' u'The Island of Dr. Moreau\xc2'
 u'The Cell\xc2' u'The Rage: Carrie 2\xc2' u'eXistenZ\xc2'
 u'Quarantine\xc2' u'The Last Days on Mars\xc2' u'The Dead Zone\xc2'
 u'Bats\xc2' u'The Lazarus Effect\xc2' u'Area 51\xc2' u'They Live\xc2'
 u'Antiviral\xc2' u'The Purge\xc2' u'Creature\xc2' u'Containment\xc2'
 u'Super Hybrid\xc2']"
896,Horror|Thriller,"[u'The Tooth Fairy\xc2' u'The Reaping\xc2' u'Drag Me to Hell\xc2'
 u'Final Destination 2\xc2' u'Shark Night 3D\xc2' u'The Possession\xc2'
 u'Final Destination\xc2' u'The Grudge 2\xc2' u'Texas Chainsaw 3D\xc2'
 u'Stay Alive\xc2' u'The Crazies\xc2' u'Halloween\xc2'
 u'The Apparition\xc2' u'When a Stranger Calls\xc2'
 u'My Bloody Valentine\xc2' u'The Vatican Tapes\xc2' u'Wrong Turn\xc2'
 u'The Reef\xc2' u'Nurse 3D\xc2' u'Poltergeist III\xc2'
 u'The Texas Chain Saw Massacre\xc2' u'The Neon Demon\xc2'
 u'Halloween 5\xc2' u'Halloween: The Curse of Michael Myers\xc2'
 u'Halloween 4: The Return of Michael Myers\xc2' u'The Forsaken\xc2'
 u'The Visit\xc2' u'The Awakening\xc2' u'The Loved Ones\xc2' u'Train\xc2'
 u'2:13\xc2' u'Jason Lives: Friday the 13th Part VI\xc2'
 u'Chain Letter\xc2' u'Demonic\xc2'
 u'Friday the 13th: The Final Chapter\xc2' u'Timber Falls\xc2'
 u'Anatomy\xc2' u'Friday the 13th Part III\xc2' u'Eden Lake\xc2'
 u""No Man's Land: The Rise of Reeker\xc2"" u'Sublime\xc2'
 u'I Spit on Your Grave\xc2' u'Out of the Dark\xc2' u'Girl House\xc2'
 u'House at the End of the Drive\xc2' u'Black Rock\xc2'
 u'Banshee Chapter\xc2' u'The Dark Hours\xc2' u'Maniac\xc2'
 u'The Frozen\xc2' u'The Gallows\xc2' u'Run, Hide, Die\xc2']"
897,Music,[u'Metallica Through the Never\xc2']
898,Musical,[u'Standing Ovation\xc2']
899,Musical|Romance,[u'Grease\xc2' u'State Fair\xc2' u'The Broadway Melody\xc2']
900,Mystery|Romance|Sci-Fi|Thriller,[u'Cypher\xc2']
901,Mystery|Romance|Thriller,[u'Dressed to Kill\xc2' u'Fascination\xc2']
902,Mystery|Sci-Fi|Thriller,"[u'Super 8\xc2' u'Source Code\xc2' u'The Thirteenth Floor\xc2'
 u'The Fourth Kind\xc2' u'The I Inside\xc2' u'Cargo\xc2' u'Cube\xc2']"
903,Mystery|Thriller,"[u'Angels & Demons\xc2' u'The Da Vinci Code\xc2' u'Shutter Island\xc2'
 u'The Ghost Writer\xc2' u'Secret Window\xc2' u'8MM\xc2'
 u'The Ninth Gate\xc2' u'The Number 23\xc2' u'Identity\xc2' u'Red Eye\xc2'
 u'Joy Ride\xc2' u'Blow Out\xc2' u'In the Cut\xc2' u'The Gift\xc2'
 u'Body Double\xc2' u'Memento\xc2' u'The Boy Next Door\xc2'
 u'Windsor Drive\xc2' u'Arnolds Park\xc2' u'Enter Nowhere\xc2' u'Exam\xc2']"
904,Mystery|Western,[u'High Plains Drifter\xc2']
905,Romance,"[u'Sardaar Ji\xc2' u'Dil Jo Bhi Kahey...\xc2' u'Romantic Schemer\xc2'
 u'Breaking Upwards\xc2']"
906,Romance|Sci-Fi|Thriller,[u'The Adjustment Bureau\xc2']
907,Romance|Short,[u'The Touch\xc2']
908,Sci-Fi,"[u'Damnation Alley\xc2' u'Mutant World\xc2'
 u'The Sticky Fingers of Time\xc2']"
909,Sci-Fi|Thriller,"[u'The Invasion\xc2' u'The Happening\xc2' u'Blade Runner\xc2'
 u'The Butterfly Effect\xc2' u'WarGames\xc2' u'Project Almanac\xc2'
 u'The Andromeda Strain\xc2' u'Beyond the Black Rainbow\xc2'
 u'The Signal\xc2' u'All Superheroes Must Die\xc2']"
910,Thriller,"[u'Our Kind of Traitor\xc2' u'I Come with the Rain\xc2' u'Frenzy\xc2'
 u'Torn Curtain\xc2' u'Enter the Dangerous Mind\xc2' u'AWOL-72\xc2'
 u'The Calling\xc2' u'Impact Point\xc2' u'Plush\xc2'
 u'Supercapitalist\xc2' u'Shark Lake\xc2' u'Below Zero\xc2'
 u'Chocolate: Deep Dark Secrets\xc2' u'Crying with Laughter\xc2'
 u""The Maid's Room\xc2"" u'Insomnia Manica\xc2' u'Locker 13\xc2'
 u'Closure\xc2' u'Cavite\xc2']"
911,Thriller|War,[u'The Train\xc2']
912,Thriller|Western,[u'High Noon\xc2']
913,Western,"[u'The Long Riders\xc2' u'Pale Rider\xc2'
 u'Once Upon a Time in the West\xc2' u'All Hat\xc2' u'Slow West\xc2'
 u""Hang 'Em High\xc2"" u'She Wore a Yellow Ribbon\xc2' u'Shalako\xc2'
 u'The Ballad of Gregorio Cortez\xc2'
 u'The Good, the Bad and the Ugly\xc2' u""Doc Holliday's Revenge\xc2""
 u""The Legend of God's Gun\xc2""]"
