genres,id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_decimal,Profit
Fantasy|Horror|Romance,1204,181.0,155.0,0.0,10000.0,18000.0,82522790.0,143835,42220,0.0,654.0,1992.0,12000.0,7.5,1.85,14000,40000000.0,42522790.0
Fantasy|Horror|Romance|Thriller,3594,88.0,89.0,81.0,92.0,321.0,22168359.0,29659,584,0.0,227.0,1989.0,101.0,5.1,1.85,1000,8000000.0,14168359.0
Fantasy|Horror|Sci-Fi,8081,230.0,190.0,287.0,378.0,940.0,29500000.0,95444,2791,1.0,656.0,3960.0,888.0,13.9,3.22,0,10020000.0,19500000.0
Fantasy|Horror|Thriller,32711,1922.0,981.0,1819.0,3900.0,9096.0,356108936.0,618367,25554,3.0,3071.0,19997.0,5348.0,60.2,19.930000000000003,104949,119500000.0,272608936.0
Fantasy|Mystery|Romance|Sci-Fi|Thriller,595,153.0,141.0,488.0,509.0,10000.0,100614858.0,206776,11458,1.0,1248.0,2001.0,834.0,6.9,1.85,0,68000000.0,32614858.0
Fantasy|Mystery|Thriller,3015,156.0,99.0,76.0,42.0,181.0,0.0,64423,433,1.0,293.0,2009.0,168.0,6.9,2.35,13000,12000000.0,0.0
Fantasy|Romance,9772,111.0,303.0,13090.0,1106.0,42000.0,56362352.0,360511,46662,2.0,700.0,5986.0,1753.0,22.700000000000003,4.51,17030,20000000.0,36362352.0
Fantasy|Thriller,3884,232.0,104.0,335.0,16.0,114.0,1487477.0,47097,206,0.0,310.0,2004.0,28.0,6.5,1.85,0,4200000.0,-2712523.0
Film-Noir|Mystery|Romance|Thriller,4411,97.0,95.0,13000.0,82.0,472.0,0.0,32927,896,1.0,161.0,1945.0,239.0,7.6,1.37,0,1696377.0,0.0
Game-Show|Reality-TV|Romance,2144,5.0,60.0,0.0,0.0,98.0,0.0,4398,98,0.0,33.0,0.0,0.0,2.9,0.0,141,3000000.0,0.0
History,4768,0.0,90.0,0.0,569.0,970.0,0.0,22,3359,0.0,0.0,2015.0,812.0,7.5,0.0,337,0.0,0.0
Horror,256704,11880.0,6744.0,7428.0,19857.0,316582.0,1727278981.0,3798918,545246,27.0,26144.0,142330.0,169766.0,393.5,137.74999999999991,372047,580235000.0,1194653981.0
Horror|Musical,4774,10.0,97.0,163.0,303.0,636.0,0.0,259,2438,5.0,20.0,2016.0,456.0,7.4,1.78,707,500000.0,0.0
Horror|Musical|Sci-Fi,3354,147.0,150.0,163.0,636.0,2000.0,140244.0,20419,4168,1.0,259.0,2008.0,716.0,6.7,1.85,8000,8500000.0,-8359756.0
Horror|Mystery,88410,6050.0,2893.0,2083.0,10706.0,106967.0,1219216232.0,2225952,155111,17.0,11165.0,58123.0,14428.0,166.90000000000003,61.27000000000002,271308,363550000.0,781027962.0
Horror|Mystery|Sci-Fi,8180,613.0,311.0,24.0,1212.0,5338.0,68247793.0,378741,14611,1.0,1945.0,5962.0,4291.0,19.2,6.550000000000001,23000,32500000.0,35747793.0
Horror|Mystery|Sci-Fi|Thriller,19576,1041.0,521.0,230.0,1782.0,3533.0,87173514.0,237773,11537,3.0,1348.0,12008.0,2158.0,35.9,11.08,25629,69552000.0,23573514.0
Horror|Mystery|Thriller,97696,6611.0,3550.0,15714.0,12922.0,282978.0,1289404662.0,2677036,343716,22.0,13691.0,70127.0,23817.0,204.99999999999994,73.92,321950,569456947.0,678373975.0
Horror|Romance|Sci-Fi,4311,46.0,97.0,97.0,163.0,787.0,0.0,10182,1362,1.0,130.0,1993.0,196.0,5.9,1.85,810,2000000.0,0.0
Horror|Romance|Thriller,4474,24.0,103.0,0.0,511.0,35000.0,0.0,4866,38121,1.0,38.0,2009.0,516.0,5.2,2.35,969,1300000.0,0.0
Horror|Sci-Fi,30954,1191.0,927.0,1713.0,1965.0,17965.0,177253406.0,846956,25491,2.0,2995.0,17864.0,3329.0,49.699999999999996,18.96,31804,89812000.0,100753406.0
Horror|Sci-Fi|Short|Thriller,4674,1.0,14.0,0.0,37.0,134.0,0.0,292,315,1.0,3.0,2012.0,93.0,6.2,0.0,14,0.0,0.0
Horror|Sci-Fi|Thriller,54100,2389.0,1833.0,2398.0,6886.0,167531.0,295474956.0,733893,193138,7.0,4846.0,34062.0,9051.0,97.7,34.53000000000001,76621,317000000.0,9674956.0
Horror|Thriller,196947,8830.0,5232.0,2780.0,18648.0,85141.0,986961040.0,2237360,166203,22.0,14922.0,112213.0,25767.0,316.49999999999994,110.05999999999992,161447,405662064.0,614993152.0
Music,2465,103.0,93.0,190.0,151.0,364.0,3419967.0,13359,1083,0.0,56.0,2013.0,253.0,7.2,2.35,19000,0.0,0.0
Musical,3668,9.0,105.0,12.0,10.0,25.0,531806.0,548,72,9.0,6.0,2010.0,11.0,3.4,0.0,277,0.0,0.0
Musical|Romance,12246,177.0,310.0,129.0,939.0,1265.0,184168000.0,177329,5732,12.0,476.0,5852.0,1107.0,20.6,5.09,13668,6379000.0,177789000.0
Mystery|Romance|Sci-Fi|Thriller,3009,82.0,95.0,165.0,280.0,686.0,0.0,27052,1501,2.0,124.0,2002.0,327.0,6.8,1.85,0,7500000.0,0.0
Mystery|Romance|Thriller,7360,134.0,207.0,34.0,744.0,1565.0,31915066.0,25193,4231,0.0,245.0,3984.0,1089.0,10.399999999999999,4.7,40,11500000.0,20415066.0
Mystery|Sci-Fi|Thriller,20265,1551.0,695.0,14235.0,2030.0,32314.0,223125771.0,967975,41176,5.0,2867.0,14040.0,3525.0,47.1,15.45,121458,121665000.0,114760771.0
Mystery|Thriller,55087,4137.0,2447.0,49552.0,7316.0,194067.0,916694273.0,3494697,224396,23.0,11191.0,44108.0,11032.0,144.29999999999998,45.430000000000014,184680,693200000.0,252094273.0
Mystery|Western,3674,72.0,105.0,16000.0,258.0,16000.0,0.0,36381,17599,0.0,169.0,1973.0,742.0,7.6,2.35,0,5500000.0,0.0
Romance,18535,27.0,229.0,40.0,288.0,1027.0,205701.0,2368,2619,10.0,20.0,8044.0,393.0,22.999999999999996,2.35,383,73140000.0,-69809299.0
Romance|Sci-Fi|Thriller,929,413.0,106.0,53.0,593.0,13000.0,62453315.0,200035,14607,2.0,407.0,2011.0,963.0,7.1,1.85,36000,50200000.0,12253315.0
Romance|Short,2346,0.0,7.0,23.0,51.0,344.0,0.0,118,726,0.0,0.0,2007.0,281.0,5.2,1.85,30,13000.0,0.0
Sci-Fi,11848,53.0,254.0,87.0,406.0,1129.0,18195.0,4496,2890,0.0,88.0,5988.0,931.0,14.3,4.2,1206,18750000.0,-231805.0
Sci-Fi|Thriller,29901,1660.0,1047.0,744.0,3901.0,35261.0,208556530.0,1258965,52600,5.0,4602.0,20005.0,5218.0,63.7,21.500000000000004,65835,204620000.0,14456530.0
Thriller,85382,705.0,2067.0,26557.0,5110.0,23704.0,3245818.0,82858,45502,27.0,652.0,40136.0,8151.0,106.99999999999997,17.56,4537,39907000.0,-1685461.0
Thriller|War,3658,64.0,133.0,287.0,28.0,343.0,0.0,10119,502,0.0,124.0,1964.0,94.0,7.9,1.66,0,6700000.0,0.0
Thriller|Western,4688,153.0,85.0,160.0,433.0,998.0,0.0,80193,2496,0.0,333.0,1952.0,575.0,8.1,1.37,3000,750000.0,0.0
Western,50168,784.0,1272.0,17431.0,4300.0,76737.0,47972862.0,834018,95607,17.0,1914.0,23809.0,6325.0,79.0,22.610000000000007,31740,35235000.0,39613768.0
